#th(º)				ph(º)			Eth(V/m)		Eth(º)		Eph(V/m)		Eph(º)
-1.490000000000000000e+02 -7.500000000000000000e+01 3.069866573354898555e-06 1.086351800000000054e+02 5.048931749210722454e-07 -1.743922000000000025e+02
-1.490000000000000000e+02 -7.200000000000000000e+01 3.186614294768741358e-06 1.123469999999999942e+02 5.762441108770320056e-07 -1.599977900000000091e+02
-1.490000000000000000e+02 -6.900000000000000000e+01 3.329281365737341432e-06 1.155481099999999941e+02 6.606265140714017151e-07 -1.484545200000000023e+02
-1.490000000000000000e+02 -6.600000000000000000e+01 3.491704639783993743e-06 1.182718100000000021e+02 7.478069549909600305e-07 -1.391976200000000006e+02
-1.490000000000000000e+02 -6.300000000000000000e+01 3.667532744460586255e-06 1.205860200000000049e+02 8.290199847771485894e-07 -1.315787300000000073e+02
-1.490000000000000000e+02 -6.000000000000000000e+01 3.850591962747164681e-06 1.225757700000000057e+02 8.973037856352819501e-07 -1.250588400000000036e+02
-1.490000000000000000e+02 -5.700000000000000000e+01 4.035064674148246955e-06 1.243294999999999959e+02 9.474308019896426450e-07 -1.192233099999999979e+02
-1.490000000000000000e+02 -5.400000000000000000e+01 4.215630131502197426e-06 1.259299100000000067e+02 9.758610856195004388e-07 -1.137500299999999953e+02
-1.490000000000000000e+02 -5.100000000000000000e+01 4.387635079050802511e-06 1.274490100000000012e+02 9.807075076840148998e-07 -1.083736300000000057e+02
-1.490000000000000000e+02 -4.800000000000000000e+01 4.547152294905295487e-06 1.289457199999999943e+02 9.616809208505096683e-07 -1.028555700000000002e+02
-1.490000000000000000e+02 -4.500000000000000000e+01 4.691016926436899859e-06 1.304651399999999910e+02 9.199982473708103512e-07 -9.695682600000000662e+01
-1.490000000000000000e+02 -4.200000000000000000e+01 4.816859734783100001e-06 1.320391500000000065e+02 8.582345619207622991e-07 -9.040818899999999303e+01
-1.490000000000000000e+02 -3.900000000000000000e+01 4.922984858202362148e-06 1.336872600000000091e+02 7.801605755578222168e-07 -8.286822399999999789e+01
-1.490000000000000000e+02 -3.600000000000000000e+01 5.008267301403362856e-06 1.354178599999999904e+02 6.906921180349810905e-07 -7.385391599999999812e+01
-1.490000000000000000e+02 -3.300000000000000000e+01 5.071979622164502140e-06 1.372304699999999968e+02 5.961540517843096071e-07 -6.262627700000000175e+01
-1.490000000000000000e+02 -3.000000000000000000e+01 5.113573468614920876e-06 1.391175599999999974e+02 5.053037252515358747e-07 -4.803825799999999902e+01
-1.490000000000000000e+02 -2.700000000000000000e+01 5.132535950032823962e-06 1.410674600000000112e+02 4.315647852805250578e-07 -2.859908400000000128e+01
-1.490000000000000000e+02 -2.400000000000000000e+01 5.128318621666406757e-06 1.430672099999999887e+02 3.946617161105915260e-07 -3.808401499999999995e+00
-1.490000000000000000e+02 -2.100000000000000000e+01 5.100320879702896883e-06 1.451056199999999876e+02 4.129875884835701365e-07 2.295323000000000135e+01
-1.490000000000000000e+02 -1.800000000000000000e+01 5.047990163827229942e-06 1.471763200000000040e+02 4.870420962718729910e-07 4.611907500000000226e+01
-1.490000000000000000e+02 -1.500000000000000000e+01 4.971048495985210042e-06 1.492801300000000140e+02 6.019896160358836402e-07 6.373356199999999916e+01
-1.490000000000000000e+02 -1.200000000000000000e+01 4.869675251658631060e-06 1.514269999999999925e+02 7.432013673396366208e-07 7.686892199999999775e+01
-1.490000000000000000e+02 -9.000000000000000000e+00 4.744822822742424238e-06 1.536375899999999888e+02 9.009475321248677690e-07 8.692608300000000554e+01
-1.490000000000000000e+02 -6.000000000000000000e+00 4.598429155206869879e-06 1.559437700000000007e+02 1.068529458953662265e-06 9.487126999999999555e+01
-1.490000000000000000e+02 -3.000000000000000000e+00 4.433564183407270789e-06 1.583880100000000084e+02 1.240566358918871473e-06 1.013039500000000004e+02
-1.490000000000000000e+02 -1.272221899999999966e-14 4.254514420319615909e-06 1.610222500000000139e+02 1.412228592065101855e-06 1.066028299999999973e+02
-1.490000000000000000e+02 3.000000000000000000e+00 4.066759594957136574e-06 1.639049699999999916e+02 1.578944991548473185e-06 1.110223799999999983e+02
-1.490000000000000000e+02 6.000000000000000000e+00 3.876765214798654775e-06 1.670958100000000002e+02 1.736614808388394843e-06 1.147438899999999933e+02
-1.490000000000000000e+02 9.000000000000000000e+00 3.691730588561021420e-06 1.706480999999999995e+02 1.881689666753487174e-06 1.179052099999999967e+02
-1.490000000000000000e+02 1.200000000000000000e+01 3.519123433405971974e-06 1.745976900000000001e+02 2.011411829642469779e-06 1.206156500000000023e+02
-1.490000000000000000e+02 1.500000000000000000e+01 3.366119269620617405e-06 1.789504799999999989e+02 2.123850778483832491e-06 1.229659999999999940e+02
-1.490000000000000000e+02 1.800000000000000000e+01 3.238903434232901861e-06 -1.763289499999999919e+02 2.217948715710236043e-06 1.250340900000000062e+02
-1.490000000000000000e+02 2.100000000000000000e+01 3.141944432730708396e-06 -1.713227200000000039e+02 2.293377249739662508e-06 1.268886300000000062e+02
-1.490000000000000000e+02 2.400000000000000000e+01 3.077400358200343399e-06 -1.661527199999999880e+02 2.350422847143436510e-06 1.285915899999999965e+02
-1.490000000000000000e+02 2.700000000000000000e+01 3.044822638716081029e-06 -1.609614599999999882e+02 2.389813444316753089e-06 1.301998900000000106e+02
-1.490000000000000000e+02 3.000000000000000000e+01 3.041284159970558123e-06 -1.558849700000000098e+02 2.412456549198668632e-06 1.317664300000000139e+02
-1.490000000000000000e+02 3.300000000000000000e+01 3.061924656563753723e-06 -1.510289500000000089e+02 2.419321026835173749e-06 1.333401800000000037e+02
-1.490000000000000000e+02 3.600000000000000000e+01 3.100705360008378194e-06 -1.464551999999999907e+02 2.411281976736218960e-06 1.349664500000000089e+02
-1.490000000000000000e+02 3.900000000000000000e+01 3.151178465987443185e-06 -1.421814300000000060e+02 2.389010178017775185e-06 1.366861499999999978e+02
-1.490000000000000000e+02 4.200000000000000000e+01 3.207099986732987922e-06 -1.381904100000000142e+02 2.353027484633196859e-06 1.385351200000000063e+02
-1.490000000000000000e+02 4.500000000000000000e+01 3.262800348333514894e-06 -1.344421800000000076e+02 2.303724282332902431e-06 1.405435400000000072e+02
-1.490000000000000000e+02 4.800000000000000000e+01 3.313450599162644054e-06 -1.308855700000000013e+02 2.241367136979432719e-06 1.427344999999999970e+02
-1.490000000000000000e+02 5.100000000000000000e+01 3.355107964853502960e-06 -1.274669499999999971e+02 2.166229670496256655e-06 1.451229299999999967e+02
-1.490000000000000000e+02 5.400000000000000000e+01 3.384764832082861091e-06 -1.241354699999999980e+02 2.078609941102484475e-06 1.477143399999999929e+02
-1.490000000000000000e+02 5.700000000000000000e+01 3.400396026381628860e-06 -1.208461700000000008e+02 1.978848290246267688e-06 1.505042500000000132e+02
-1.490000000000000000e+02 6.000000000000000000e+01 3.400904995046889554e-06 -1.175613000000000028e+02 1.867310331110671835e-06 1.534773099999999886e+02
-1.490000000000000000e+02 6.300000000000000000e+01 3.386191381371833325e-06 -1.142510000000000048e+02 1.744347471305563229e-06 1.566083900000000142e+02
-1.490000000000000000e+02 6.600000000000000000e+01 3.357148096169211339e-06 -1.108942100000000011e+02 1.610276666907879049e-06 1.598652400000000000e+02
-1.490000000000000000e+02 6.900000000000000000e+01 3.315606634618475288e-06 -1.074797899999999942e+02 1.465409490993468950e-06 1.632134000000000071e+02
-1.490000000000000000e+02 7.200000000000000000e+01 3.264276962385864478e-06 -1.040085700000000060e+02 1.310171053383529630e-06 1.666248300000000029e+02
-1.490000000000000000e+02 7.500000000000000000e+01 3.206583104946380218e-06 -1.004958699999999965e+02 1.145294038159112430e-06 1.700923400000000072e+02
-1.490000000000000000e+02 7.800000000000000000e+01 3.146375125605259184e-06 -9.697404600000000130e+01 9.720643144613980261e-07 1.736553099999999858e+02
-1.490000000000000000e+02 8.100000000000000000e+01 3.087645982506849719e-06 -9.349375100000000316e+01 7.927185116419807421e-07 1.774527999999999963e+02
-1.490000000000000000e+02 8.400000000000000000e+01 3.034146176339877575e-06 -9.012269899999999723e+01 6.107563626503097928e-07 -1.781411999999999978e+02
-1.490000000000000000e+02 8.700000000000000000e+01 2.989069409810260485e-06 -8.694066899999999976e+01 4.314554905118995692e-07 -1.720870199999999954e+02
-1.490000000000000000e+02 9.000000000000000000e+01 2.954847011417808771e-06 -8.403032899999999472e+01 2.638639138692342515e-07 -1.608598200000000134e+02
-1.480000000000000000e+02 -9.000000000000000000e+01 3.376921771116870752e-06 1.023989100000000008e+02 6.704686874003284134e-07 9.878284600000000637e+01
-1.480000000000000000e+02 -8.700000000000000000e+01 3.347021483737080867e-06 1.072138499999999937e+02 6.196201035739397200e-07 1.098739599999999967e+02
-1.480000000000000000e+02 -8.400000000000000000e+01 3.350232906349968877e-06 1.119463400000000064e+02 5.692787856566629402e-07 1.229330599999999976e+02
-1.480000000000000000e+02 -8.100000000000000000e+01 3.388324530787667442e-06 1.164462000000000046e+02 5.299574478901052267e-07 1.384791899999999885e+02
-1.480000000000000000e+02 -7.800000000000000000e+01 3.460381647302499142e-06 1.205829399999999936e+02 5.145285763439422926e-07 1.561922999999999888e+02
-1.480000000000000000e+02 -7.500000000000000000e+01 3.563280408248758244e-06 1.242686099999999954e+02 5.325127370192293659e-07 1.743649900000000059e+02
-1.480000000000000000e+02 -7.200000000000000000e+01 3.692321422240743904e-06 1.274677899999999937e+02 5.835411675691881884e-07 -1.692327200000000005e+02
-1.480000000000000000e+02 -6.900000000000000000e+01 3.841926039054595214e-06 1.301945000000000050e+02 6.578721475746127057e-07 -1.557729400000000055e+02
-1.480000000000000000e+02 -6.600000000000000000e+01 4.006175770537845439e-06 1.325002299999999877e+02 7.425829954301265414e-07 -1.451589099999999917e+02
-1.480000000000000000e+02 -6.300000000000000000e+01 4.179212940414129314e-06 1.344592399999999941e+02 8.259865965614379883e-07 -1.367653200000000027e+02
-1.480000000000000000e+02 -6.000000000000000000e+01 4.355419588191053530e-06 1.361555999999999926e+02 8.988940381288467950e-07 -1.299507199999999898e+02
-1.480000000000000000e+02 -5.700000000000000000e+01 4.529648477701404472e-06 1.376727600000000109e+02 9.544979500326026213e-07 -1.242080200000000048e+02
-1.480000000000000000e+02 -5.400000000000000000e+01 4.697280553778778165e-06 1.390872500000000116e+02 9.881275317188583716e-07 -1.191631600000000049e+02
-1.480000000000000000e+02 -5.100000000000000000e+01 4.854354628861306942e-06 1.404646199999999965e+02 9.970030800882827466e-07 -1.145405300000000040e+02
-1.480000000000000000e+02 -4.800000000000000000e+01 4.997634603583235196e-06 1.418575400000000002e+02 9.800483458577393077e-07 -1.101319600000000065e+02
-1.480000000000000000e+02 -4.500000000000000000e+01 5.124618027215194109e-06 1.433052099999999882e+02 9.376753516324182902e-07 -1.057740699999999947e+02
-1.480000000000000000e+02 -4.200000000000000000e+01 5.233509296984321533e-06 1.448336500000000058e+02 8.714801510325570191e-07 -1.013315599999999961e+02
-1.480000000000000000e+02 -3.900000000000000000e+01 5.323092340363354761e-06 1.464566199999999867e+02 7.839087282046332351e-07 -9.668219100000000310e+01
-1.480000000000000000e+02 -3.600000000000000000e+01 5.392553966004210525e-06 1.481772200000000055e+02 6.778545257524444618e-07 -9.169495499999999311e+01
-1.480000000000000000e+02 -3.300000000000000000e+01 5.441272800647669672e-06 1.499898599999999931e+02 5.562679009440380156e-07 -8.617867599999999584e+01
-1.480000000000000000e+02 -3.000000000000000000e+01 5.468648376774381848e-06 1.518828200000000095e+02 4.218684040545161911e-07 -7.971738499999999306e+01
-1.480000000000000000e+02 -2.700000000000000000e+01 5.473971097365884454e-06 1.538414500000000089e+02 2.773029565719984417e-07 -7.095541500000000212e+01
-1.480000000000000000e+02 -2.400000000000000000e+01 5.456340947165347768e-06 1.558513199999999870e+02 1.281704768253293642e-07 -5.167446000000000339e+01
-1.480000000000000000e+02 -2.100000000000000000e+01 5.414819696530283811e-06 1.579014799999999923e+02 7.681278294745603958e-08 5.821685300000000041e+01
-1.480000000000000000e+02 -1.800000000000000000e+01 5.348530786802990823e-06 1.599874900000000082e+02 2.328949116194691452e-07 9.664665700000000470e+01
-1.480000000000000000e+02 -1.500000000000000000e+01 5.256994225843092060e-06 1.621134999999999877e+02 4.121582525069009031e-07 1.071597399999999993e+02
-1.480000000000000000e+02 -1.200000000000000000e+01 5.140418761416188501e-06 1.642941999999999894e+02 5.999105507074228723e-07 1.136691900000000004e+02
-1.480000000000000000e+02 -9.000000000000000000e+00 4.999999950079740121e-06 1.665553999999999917e+02 7.928225606740969272e-07 1.187000000000000028e+02
-1.480000000000000000e+02 -6.000000000000000000e+00 4.838135195508329225e-06 1.689337700000000098e+02 9.877544615365908952e-07 1.228883399999999995e+02
-1.480000000000000000e+02 -3.000000000000000000e+00 4.658595469530565491e-06 1.714757799999999861e+02 1.181126735138851468e-06 1.264752799999999979e+02
-1.480000000000000000e+02 -1.272221899999999966e-14 4.466511947260050721e-06 1.742353300000000047e+02 1.369014348644719867e-06 1.295844299999999976e+02
-1.480000000000000000e+02 3.000000000000000000e+00 4.268271140099089504e-06 1.772689499999999896e+02 1.547519036097814121e-06 1.322939900000000080e+02
-1.480000000000000000e+02 6.000000000000000000e+00 4.071181833940596778e-06 -1.793707200000000057e+02 1.713028151038172913e-06 1.346658199999999965e+02
-1.480000000000000000e+02 9.000000000000000000e+00 3.883103800794408011e-06 -1.756441399999999931e+02 1.862537390568628103e-06 1.367522199999999941e+02
-1.480000000000000000e+02 1.200000000000000000e+01 3.711816517207436958e-06 -1.715363700000000051e+02 1.993884512520853920e-06 1.385992899999999963e+02
-1.480000000000000000e+02 1.500000000000000000e+01 3.564297943292849111e-06 -1.670680700000000058e+02 2.105796987208374763e-06 1.402503100000000131e+02
-1.480000000000000000e+02 1.800000000000000000e+01 3.445989898242467108e-06 -1.623020300000000020e+02 2.197875055115401880e-06 1.417461600000000033e+02
-1.480000000000000000e+02 2.100000000000000000e+01 3.360098432280539061e-06 -1.573405899999999917e+02 2.270489511378238616e-06 1.431260299999999859e+02
-1.480000000000000000e+02 2.400000000000000000e+01 3.307242193433742624e-06 -1.523112800000000107e+02 2.324566635046792150e-06 1.444284800000000075e+02
-1.480000000000000000e+02 2.700000000000000000e+01 3.285443477317128265e-06 -1.473437299999999937e+02 2.361345307110355980e-06 1.456921399999999949e+02
-1.480000000000000000e+02 3.000000000000000000e+01 3.290587927239981617e-06 -1.425459600000000080e+02 2.382176850802099460e-06 1.469556900000000041e+02
-1.480000000000000000e+02 3.300000000000000000e+01 3.317168250636511804e-06 -1.379885299999999972e+02 2.388289668891737090e-06 1.482584999999999980e+02
-1.480000000000000000e+02 3.600000000000000000e+01 3.359092784168466626e-06 -1.337002400000000080e+02 2.380666167081605392e-06 1.496398700000000019e+02
-1.480000000000000000e+02 3.900000000000000000e+01 3.410307184755364075e-06 -1.296738900000000001e+02 2.359970096495089282e-06 1.511389200000000130e+02
-1.480000000000000000e+02 4.200000000000000000e+01 3.465297298468922343e-06 -1.258770300000000049e+02 2.326622908776816853e-06 1.527927500000000123e+02
-1.480000000000000000e+02 4.500000000000000000e+01 3.519269291889461260e-06 -1.222635499999999951e+02 2.280764791050191055e-06 1.546359799999999893e+02
-1.480000000000000000e+02 4.800000000000000000e+01 3.568264177372194498e-06 -1.187825799999999958e+02 2.222473032793790477e-06 1.566984199999999987e+02
-1.480000000000000000e+02 5.100000000000000000e+01 3.609113167262847773e-06 -1.153849299999999971e+02 2.151780661000787666e-06 1.590038900000000126e+02
-1.480000000000000000e+02 5.400000000000000000e+01 3.639460414254274023e-06 -1.120265700000000066e+02 2.068795200517608230e-06 1.615682099999999934e+02
-1.480000000000000000e+02 5.700000000000000000e+01 3.657661407243954402e-06 -1.086698999999999984e+02 1.973699358678756987e-06 1.643982599999999934e+02
-1.480000000000000000e+02 6.000000000000000000e+01 3.662865738566755383e-06 -1.052845999999999975e+02 1.866745013918561464e-06 1.674914200000000051e+02
-1.480000000000000000e+02 6.300000000000000000e+01 3.655022038962335575e-06 -1.018477199999999954e+02 1.748157267498387559e-06 1.708378999999999905e+02
-1.480000000000000000e+02 6.600000000000000000e+01 3.634891902757375546e-06 -9.834429500000000246e+01 1.618143376921290447e-06 1.744247900000000016e+02
-1.480000000000000000e+02 6.900000000000000000e+01 3.604105539532499347e-06 -9.476879099999999312e+01 1.476819778276121253e-06 1.782473599999999863e+02
-1.480000000000000000e+02 7.200000000000000000e+01 3.565106434256285714e-06 -9.112738500000000386e+01 1.324433020626733976e-06 -1.776760299999999972e+02
-1.480000000000000000e+02 7.500000000000000000e+01 3.520967367288703279e-06 -8.744068400000000452e+01 1.161583675573074109e-06 -1.732724599999999953e+02
-1.480000000000000000e+02 7.800000000000000000e+01 3.475169564158342131e-06 -8.374623599999999612e+01 9.896656574441502649e-07 -1.683594699999999875e+02
-1.480000000000000000e+02 8.100000000000000000e+01 3.431282695065230100e-06 -8.009969100000000708e+01 8.114859408649451649e-07 -1.625252999999999872e+02
-1.480000000000000000e+02 8.400000000000000000e+01 3.392547991726225554e-06 -7.657294799999999668e+01 6.323317664318044780e-07 -1.548469599999999957e+02
-1.480000000000000000e+02 8.700000000000000000e+01 3.361588118074020538e-06 -7.324857699999999738e+01 4.623043713945939290e-07 -1.431429100000000005e+02
-1.480000000000000000e+02 9.000000000000000000e+01 3.340211754393191722e-06 -7.021083199999999636e+01 3.233203200288513803e-07 -1.223572099999999949e+02
-1.470000000000000000e+02 -9.000000000000000000e+01 3.834917275058804838e-06 1.176242500000000035e+02 8.553128562891930733e-07 9.992388900000000262e+01
-1.470000000000000000e+02 -8.700000000000000000e+01 3.828062325468727126e-06 1.222087999999999965e+02 7.874581822770434149e-07 1.094650100000000066e+02
-1.470000000000000000e+02 -8.400000000000000000e+01 3.852587400624245708e-06 1.266297899999999998e+02 7.179695075914682587e-07 1.205940999999999974e+02
-1.470000000000000000e+02 -8.100000000000000000e+01 3.909119978683002291e-06 1.307640900000000101e+02 6.561860599893042002e-07 1.338948200000000099e+02
-1.470000000000000000e+02 -7.800000000000000000e+01 3.995889776086646716e-06 1.345150199999999927e+02 6.148299287917055598e-07 1.495550599999999974e+02
-1.470000000000000000e+02 -7.500000000000000000e+01 4.109239934195566984e-06 1.378267400000000009e+02 6.063124693843743835e-07 1.667021100000000047e+02
-1.470000000000000000e+02 -7.200000000000000000e+01 4.244265076179092530e-06 1.406879999999999882e+02 6.357055455555233875e-07 -1.766242200000000082e+02
-1.470000000000000000e+02 -6.900000000000000000e+01 4.395471819239151327e-06 1.431265400000000056e+02 6.969088826840510820e-07 -1.622122699999999895e+02
-1.470000000000000000e+02 -6.600000000000000000e+01 4.557230549285514403e-06 1.451985099999999989e+02 7.767441659578999514e-07 -1.506543399999999906e+02
-1.470000000000000000e+02 -6.300000000000000000e+01 4.724082789344594542e-06 1.469770200000000102e+02 8.614359657455182098e-07 -1.416269700000000000e+02
-1.470000000000000000e+02 -6.000000000000000000e+01 4.890930595146192980e-06 1.485415099999999882e+02 9.396270267141380989e-07 -1.345354299999999910e+02
-1.470000000000000000e+02 -5.700000000000000000e+01 5.053200145816403556e-06 1.499696399999999983e+02 1.002893923627509793e-06 -1.288411600000000021e+02
-1.470000000000000000e+02 -5.400000000000000000e+01 5.206915142469988243e-06 1.513319500000000062e+02 1.045469819084658490e-06 -1.241394800000000060e+02
-1.470000000000000000e+02 -5.100000000000000000e+01 5.348758627430011829e-06 1.526883899999999983e+02 1.063836777316716191e-06 -1.201486900000000020e+02
-1.470000000000000000e+02 -4.800000000000000000e+01 5.476164682225408781e-06 1.540859199999999873e+02 1.056439181344477602e-06 -1.166865099999999984e+02
-1.470000000000000000e+02 -4.500000000000000000e+01 5.587248659650007220e-06 1.555585100000000125e+02 1.023406097052148225e-06 -1.136548099999999977e+02
-1.470000000000000000e+02 -4.200000000000000000e+01 5.680701901606527789e-06 1.571268200000000093e+02 9.662677837361034884e-07 -1.110394000000000005e+02
-1.470000000000000000e+02 -3.900000000000000000e+01 5.755678139878796907e-06 1.587992800000000102e+02 8.876433422401579539e-07 -1.089281699999999944e+02
-1.470000000000000000e+02 -3.600000000000000000e+01 5.811523522807469474e-06 1.605739499999999964e+02 7.909654252607141691e-07 -1.075601599999999962e+02
-1.470000000000000000e+02 -3.300000000000000000e+01 5.847591147991510403e-06 1.624406500000000051e+02 6.804755103723597938e-07 -1.074386599999999987e+02
-1.470000000000000000e+02 -3.000000000000000000e+01 5.863062179094716867e-06 1.643841999999999928e+02 5.618333305683375662e-07 -1.095903100000000023e+02
-1.470000000000000000e+02 -2.700000000000000000e+01 5.856808174473857957e-06 1.663879000000000019e+02 4.444685128528481571e-07 -1.161435900000000032e+02
-1.470000000000000000e+02 -2.400000000000000000e+01 5.827496213451950765e-06 1.684369000000000085e+02 3.486257808456217478e-07 -1.310861999999999910e+02
-1.470000000000000000e+02 -2.100000000000000000e+01 5.773723739937287820e-06 1.705217499999999973e+02 3.154278240344367671e-07 -1.566726199999999949e+02
-1.470000000000000000e+02 -1.800000000000000000e+01 5.694288935142829282e-06 1.726409999999999911e+02 3.775178578289429342e-07 1.783782799999999895e+02
-1.470000000000000000e+02 -1.500000000000000000e+01 5.588599660084917792e-06 1.748033000000000072e+02 5.103921662512370414e-07 1.640150299999999959e+02
-1.470000000000000000e+02 -1.200000000000000000e+01 5.456975450365853122e-06 1.770283100000000047e+02 6.788893565932732114e-07 1.573126200000000097e+02
-1.470000000000000000e+02 -9.000000000000000000e+00 5.301002389613482913e-06 1.793469100000000083e+02 8.643427628584465405e-07 1.544889200000000073e+02
-1.470000000000000000e+02 -6.000000000000000000e+00 5.123744911291297735e-06 -1.781999000000000137e+02 1.056734776435934533e-06 1.535862899999999911e+02
-1.470000000000000000e+02 -3.000000000000000000e+00 4.929830643085602939e-06 -1.755630700000000104e+02 1.249159801500866268e-06 1.536635200000000054e+02
-1.470000000000000000e+02 -1.272221899999999966e-14 4.725350200033115053e-06 -1.726894599999999969e+02 1.435958867887290380e-06 1.542449300000000108e+02
-1.470000000000000000e+02 3.000000000000000000e+00 4.517623147682608563e-06 -1.695274599999999907e+02 1.612293117176128349e-06 1.550803999999999974e+02
-1.470000000000000000e+02 6.000000000000000000e+00 4.314743667214393849e-06 -1.660350099999999998e+02 1.774142501456286269e-06 1.560327200000000119e+02
-1.470000000000000000e+02 9.000000000000000000e+00 4.125009945672508025e-06 -1.621894700000000000e+02 1.918463319408842009e-06 1.570281099999999981e+02
-1.470000000000000000e+02 1.200000000000000000e+01 3.956147724524796224e-06 -1.579979999999999905e+02 2.043266431002489723e-06 1.580264500000000112e+02
-1.470000000000000000e+02 1.500000000000000000e+01 3.814573610767922674e-06 -1.535048199999999952e+02 2.147654913839598564e-06 1.590091199999999958e+02
-1.470000000000000000e+02 1.800000000000000000e+01 3.704584454754540133e-06 -1.487916199999999947e+02 2.231695820058179977e-06 1.599700599999999895e+02
-1.470000000000000000e+02 2.100000000000000000e+01 3.627901607286765579e-06 -1.439679999999999893e+02 2.296257035762247954e-06 1.609122999999999877e+02
-1.470000000000000000e+02 2.400000000000000000e+01 3.583587392333207395e-06 -1.391528900000000135e+02 2.342736802407569721e-06 1.618455500000000029e+02
-1.470000000000000000e+02 2.700000000000000000e+01 3.568370989985572079e-06 -1.344526600000000087e+02 2.372771951902142573e-06 1.627866899999999930e+02
-1.470000000000000000e+02 3.000000000000000000e+01 3.577367029218703040e-06 -1.299440899999999885e+02 2.387995477662438898e-06 1.637578100000000063e+02
-1.470000000000000000e+02 3.300000000000000000e+01 3.604881557095488890e-06 -1.256663099999999957e+02 2.389816195692745429e-06 1.647875600000000134e+02
-1.470000000000000000e+02 3.600000000000000000e+01 3.645142408404686655e-06 -1.216231400000000065e+02 2.379271486572567525e-06 1.659102000000000032e+02
-1.470000000000000000e+02 3.900000000000000000e+01 3.692848576692658287e-06 -1.177919100000000014e+02 2.357021260992712116e-06 1.671639900000000125e+02
-1.470000000000000000e+02 4.200000000000000000e+01 3.743402275427175990e-06 -1.141337299999999999e+02 2.323325183772072473e-06 1.685911800000000085e+02
-1.470000000000000000e+02 4.500000000000000000e+01 3.793027575003468721e-06 -1.106034899999999936e+02 2.278216537161908878e-06 1.702339599999999962e+02
-1.470000000000000000e+02 4.800000000000000000e+01 3.838667537414516392e-06 -1.071560499999999934e+02 2.221608354820291757e-06 1.721329499999999939e+02
-1.470000000000000000e+02 5.100000000000000000e+01 3.877934773396655788e-06 -1.037509799999999984e+02 2.153413840305666467e-06 1.743244200000000035e+02
-1.470000000000000000e+02 5.400000000000000000e+01 3.908971463661329976e-06 -1.003538599999999974e+02 2.073664534134931115e-06 1.768372500000000116e+02
-1.470000000000000000e+02 5.700000000000000000e+01 3.930433927750803680e-06 -9.693655699999999342e+01 1.982515082451478667e-06 1.796914500000000032e+02
-1.470000000000000000e+02 6.000000000000000000e+01 3.941522408734269409e-06 -9.347721799999999348e+01 1.880178144215114958e-06 -1.771021100000000104e+02
-1.470000000000000000e+02 6.300000000000000000e+01 3.942012526504227309e-06 -8.995970699999999454e+01 1.766853332617782513e-06 -1.735389900000000125e+02
-1.470000000000000000e+02 6.600000000000000000e+01 3.932407357572767213e-06 -8.637442900000000634e+01 1.642634726910538743e-06 -1.696134399999999971e+02
-1.470000000000000000e+02 6.900000000000000000e+01 3.913947536746415154e-06 -8.271940399999999727e+01 1.507542276344357654e-06 -1.653057100000000048e+02
-1.470000000000000000e+02 7.200000000000000000e+01 3.888673674292156631e-06 -7.900340500000000077e+01 1.361668842137190192e-06 -1.605552399999999977e+02
-1.470000000000000000e+02 7.500000000000000000e+01 3.859272990312323184e-06 -7.524862899999999399e+01 1.205613215741138923e-06 -1.552199200000000019e+02
-1.470000000000000000e+02 7.800000000000000000e+01 3.828842482829031197e-06 -7.149357399999999529e+01 1.041161259252199667e-06 -1.490031299999999987e+02
-1.470000000000000000e+02 8.100000000000000000e+01 3.800541682272066219e-06 -6.779383400000000393e+01 8.723765842088315032e-07 -1.413157600000000116e+02
-1.470000000000000000e+02 8.400000000000000000e+01 3.777195816466438688e-06 -6.422037500000000421e+01 7.074666955739450749e-07 -1.310315400000000068e+02
-1.470000000000000000e+02 8.700000000000000000e+01 3.760958142686031955e-06 -6.085396999999999679e+01 5.621684907824700173e-07 -1.161858600000000052e+02
-1.470000000000000000e+02 9.000000000000000000e+01 3.753111785856668356e-06 -5.777624500000000296e+01 4.639423307871311400e-07 -9.468905200000000377e+01
-1.460000000000000000e+02 -9.000000000000000000e+01 4.338084427802813979e-06 1.311170299999999997e+02 1.038239386049779710e-06 1.036501899999999949e+02
-1.460000000000000000e+02 -8.700000000000000000e+01 4.348244937523639149e-06 1.354597200000000043e+02 9.567698913062412007e-07 1.122524999999999977e+02
-1.460000000000000000e+02 -8.400000000000000000e+01 4.387796728478505573e-06 1.396051099999999963e+02 8.730718787168126481e-07 1.221731199999999973e+02
-1.460000000000000000e+02 -8.100000000000000000e+01 4.456685625048379860e-06 1.434512000000000000e+02 7.957424010255328865e-07 1.339314099999999996e+02
-1.460000000000000000e+02 -7.800000000000000000e+01 4.552589579590693500e-06 1.469241199999999878e+02 7.368795430780383114e-07 1.478335399999999993e+02
-1.460000000000000000e+02 -7.500000000000000000e+01 4.671549983869304643e-06 1.499866100000000131e+02 7.095712325407227414e-07 1.634590000000000032e+02
-1.460000000000000000e+02 -7.200000000000000000e+01 4.808587243766320447e-06 1.526394600000000139e+02 7.218982682622518720e-07 1.793604699999999923e+02
-1.460000000000000000e+02 -6.900000000000000000e+01 4.958313699801879591e-06 1.549158899999999903e+02 7.714272928478637180e-07 -1.662422599999999875e+02
-1.460000000000000000e+02 -6.600000000000000000e+01 5.115339939362161750e-06 1.568725200000000086e+02 8.465663465014370159e-07 -1.543518899999999974e+02
