#th(º)				ph(º)			Eth(V/m)		Eth(º)		Eph(V/m)		Eph(º)
-4.400000000000000000e+01 7.800000000000000000e+01 4.625014514432122353e-05 -9.465304999999999325e+01 2.872070855659177645e-05 -7.408699900000000582e+01
-4.400000000000000000e+01 8.100000000000000000e+01 4.820081704905245814e-05 -9.331626300000000640e+01 2.738869564668445483e-05 -7.267863199999999324e+01
-4.400000000000000000e+01 8.400000000000000000e+01 5.012756975459686462e-05 -9.226015900000000158e+01 2.606712592882908081e-05 -7.084024499999999591e+01
-4.400000000000000000e+01 8.700000000000000000e+01 5.199471475588969191e-05 -9.142502000000000351e+01 2.479077764106323904e-05 -6.850194899999999620e+01
-4.400000000000000000e+01 9.000000000000000000e+01 5.377091787610543917e-05 -9.075645799999999497e+01 2.359541390316675919e-05 -6.560886800000000108e+01
-4.300000000000000000e+01 -9.000000000000000000e+01 3.604785272041565651e-05 9.710246200000000272e+01 3.044730095407983172e-05 1.231207799999999963e+02
-4.300000000000000000e+01 -8.700000000000000000e+01 3.774683128618057154e-05 9.910203199999999413e+01 2.964787698476277337e-05 1.271031100000000009e+02
-4.300000000000000000e+01 -8.400000000000000000e+01 3.931697080310237737e-05 1.009652499999999975e+02 2.885253323771651922e-05 1.314539699999999982e+02
-4.300000000000000000e+01 -8.100000000000000000e+01 4.072288144855922367e-05 1.027505699999999962e+02 2.807981873856719112e-05 1.361733800000000087e+02
-4.300000000000000000e+01 -7.800000000000000000e+01 4.193079532600241688e-05 1.045079300000000018e+02 2.734864727320957209e-05 1.412419299999999964e+02
-4.300000000000000000e+01 -7.500000000000000000e+01 4.290971697385824576e-05 1.062800399999999996e+02 2.667592575434141175e-05 1.466170700000000124e+02
-4.300000000000000000e+01 -7.200000000000000000e+01 4.363296744205358323e-05 1.081034499999999952e+02 2.607345899534462713e-05 1.522316500000000019e+02
-4.300000000000000000e+01 -6.900000000000000000e+01 4.407991008876843480e-05 1.100093799999999931e+02 2.554489371224386338e-05 1.579966300000000103e+02
-4.300000000000000000e+01 -6.600000000000000000e+01 4.423753303895163830e-05 1.120243399999999951e+02 2.508344887282710871e-05 1.638082100000000025e+02
-4.300000000000000000e+01 -6.300000000000000000e+01 4.410179335758684357e-05 1.141705800000000011e+02 2.467134065808442833e-05 1.695586000000000126e+02
-4.300000000000000000e+01 -6.000000000000000000e+01 4.367838781228254260e-05 1.164662500000000023e+02 2.428134557878686638e-05 1.751474499999999921e+02
-4.300000000000000000e+01 -5.700000000000000000e+01 4.298295310590260804e-05 1.189254700000000042e+02 2.388029568995077395e-05 -1.795087200000000109e+02
-4.300000000000000000e+01 -5.400000000000000000e+01 4.204064301733607723e-05 1.215581700000000041e+02 2.343385023323596940e-05 -1.744716500000000110e+02
-4.300000000000000000e+01 -5.100000000000000000e+01 4.088504687404411462e-05 1.243698100000000011e+02 2.291151197140466094e-05 -1.697810499999999934e+02
-4.300000000000000000e+01 -4.800000000000000000e+01 3.955669056260929843e-05 1.273610099999999932e+02 2.229102556753580742e-05 -1.654578899999999919e+02
-4.300000000000000000e+01 -4.500000000000000000e+01 3.810120841987015494e-05 1.305271400000000028e+02 2.156154613435523715e-05 -1.615096599999999967e+02
-4.300000000000000000e+01 -4.200000000000000000e+01 3.656738464108535763e-05 1.338578599999999881e+02 2.072529638711373718e-05 -1.579357300000000066e+02
-4.300000000000000000e+01 -3.900000000000000000e+01 3.500531580099599789e-05 1.373366800000000012e+02 1.979766859215365663e-05 -1.547316199999999924e+02
-4.300000000000000000e+01 -3.600000000000000000e+01 3.346468566384896433e-05 1.409406199999999956e+02 1.880600295441535059e-05 -1.518914300000000139e+02
-4.300000000000000000e+01 -3.300000000000000000e+01 3.199334873889812803e-05 1.446398700000000019e+02 1.778724962641881709e-05 -1.494074300000000051e+02
-4.300000000000000000e+01 -3.000000000000000000e+01 3.063610152055078493e-05 1.483977700000000084e+02 1.678483011641254674e-05 -1.472664200000000108e+02
-4.300000000000000000e+01 -2.700000000000000000e+01 2.943359433699854546e-05 1.521712799999999959e+02 1.584496010333209931e-05 -1.454422800000000109e+02
-4.300000000000000000e+01 -2.400000000000000000e+01 2.842133999687830533e-05 1.559123099999999909e+02 1.501277929426637675e-05 -1.438857899999999859e+02
-4.300000000000000000e+01 -2.100000000000000000e+01 2.762865223945646894e-05 1.595703599999999938e+02 1.432858320678651475e-05 -1.425143300000000011e+02
-4.300000000000000000e+01 -1.800000000000000000e+01 2.707761755748509810e-05 1.630967400000000112e+02 1.382452123711738882e-05 -1.412071799999999939e+02
-4.300000000000000000e+01 -1.500000000000000000e+01 2.678200889832866685e-05 1.664498800000000074e+02 1.352239911389316996e-05 -1.398128299999999911e+02
-4.300000000000000000e+01 -1.200000000000000000e+01 2.674627773287252202e-05 1.696007899999999893e+02 1.343316038399199962e-05 -1.381705100000000073e+02
-4.300000000000000000e+01 -9.000000000000000000e+00 2.696466319148961080e-05 1.725371000000000095e+02 1.355812082925191258e-05 -1.361409999999999911e+02
-4.300000000000000000e+01 -6.000000000000000000e+00 2.742062503363560522e-05 1.752644799999999918e+02 1.389168733714393677e-05 -1.336345499999999902e+02
-4.300000000000000000e+01 -3.000000000000000000e+00 2.808661169096904423e-05 1.778048000000000002e+02 1.442441968858346654e-05 -1.306253900000000101e+02
-4.300000000000000000e+01 -1.272221899999999966e-14 2.892448266322009061e-05 -1.798080500000000086e+02 1.514547854162761421e-05 -1.271498700000000071e+02
-4.300000000000000000e+01 3.000000000000000000e+00 2.988667149689611048e-05 -1.775332999999999970e+02 1.604382440098776495e-05 -1.232925299999999993e+02
-4.300000000000000000e+01 6.000000000000000000e+00 3.091822476288756655e-05 -1.753278200000000027e+02 1.710815199378226518e-05 -1.191677099999999996e+02
-4.300000000000000000e+01 9.000000000000000000e+00 3.195963052998359569e-05 -1.731493100000000140e+02 1.832566739522667717e-05 -1.149016000000000020e+02
-4.300000000000000000e+01 1.200000000000000000e+01 3.295037791683663351e-05 -1.709576000000000136e+02 1.968056218004460360e-05 -1.106180300000000045e+02
-4.300000000000000000e+01 1.500000000000000000e+01 3.383287467357931719e-05 -1.687146199999999965e+02 2.115242676067620567e-05 -1.064283499999999947e+02
-4.300000000000000000e+01 1.800000000000000000e+01 3.455652393363801034e-05 -1.663834899999999948e+02 2.271521752225590606e-05 -1.024253800000000041e+02
-4.300000000000000000e+01 2.100000000000000000e+01 3.508158041702933116e-05 -1.639271699999999896e+02 2.433702565953892736e-05 -9.868072899999999947e+01
-4.300000000000000000e+01 2.400000000000000000e+01 3.538253948573497602e-05 -1.613071600000000103e+02 2.598079881997206219e-05 -9.524484900000000209e+01
-4.300000000000000000e+01 2.700000000000000000e+01 3.545077223569546875e-05 -1.584827600000000132e+02 2.760586755286272706e-05 -9.214885099999999341e+01
-4.300000000000000000e+01 3.000000000000000000e+01 3.529627301334726294e-05 -1.554112199999999859e+02 2.917004841884339781e-05 -8.940736699999999360e+01
-4.300000000000000000e+01 3.300000000000000000e+01 3.494831568495727870e-05 -1.520493800000000135e+02 3.063202797757391915e-05 -8.702166099999999460e+01
-4.300000000000000000e+01 3.600000000000000000e+01 3.445482909171740534e-05 -1.483575600000000065e+02 3.195368502975560776e-05 -8.498257900000000120e+01
-4.300000000000000000e+01 3.900000000000000000e+01 3.388038603013937376e-05 -1.443062600000000089e+02 3.310208122478240254e-05 -8.327301799999999332e+01
-4.300000000000000000e+01 4.200000000000000000e+01 3.330237830818844654e-05 -1.398860500000000116e+02 3.405095917657883510e-05 -8.186983299999999986e+01
-4.300000000000000000e+01 4.500000000000000000e+01 3.280526497537558000e-05 -1.351194800000000100e+02 3.478159549493289664e-05 -8.074517899999999315e+01
-4.300000000000000000e+01 4.800000000000000000e+01 3.247275979386535970e-05 -1.300720799999999997e+02 3.528304836406156964e-05 -7.986737100000000567e+01
-4.300000000000000000e+01 5.100000000000000000e+01 3.237867331625407757e-05 -1.248569399999999945e+02 3.555186187856167608e-05 -7.920135600000000409e+01
-4.300000000000000000e+01 5.400000000000000000e+01 3.257793106518666295e-05 -1.196274099999999976e+02 3.559136955778128018e-05 -7.870888100000000520e+01
-4.300000000000000000e+01 5.700000000000000000e+01 3.310011098714477258e-05 -1.145564499999999981e+02 3.541067863818627044e-05 -7.834845699999999624e+01
-4.300000000000000000e+01 6.000000000000000000e+01 3.394742988496069630e-05 -1.098078299999999956e+02 3.502364965860328049e-05 -7.807518000000000313e+01
-4.300000000000000000e+01 6.300000000000000000e+01 3.509772363929833107e-05 -1.055098600000000033e+02 3.444780467803795147e-05 -7.784046499999999469e+01
-4.300000000000000000e+01 6.600000000000000000e+01 3.651091357589354556e-05 -1.017404499999999956e+02 3.370348422307184889e-05 -7.759177300000000344e+01
-4.300000000000000000e+01 6.900000000000000000e+01 3.813661565770436423e-05 -9.852602299999999502e+01 3.281319353246511106e-05 -7.727239699999999800e+01
-4.300000000000000000e+01 7.200000000000000000e+01 3.992082428330687746e-05 -9.585040899999999908e+01 3.180119940349189001e-05 -7.682144200000000467e+01
-4.300000000000000000e+01 7.500000000000000000e+01 4.181060963622250685e-05 -9.366799000000000319e+01 3.069338238805760500e-05 -7.617415099999999484e+01
-4.300000000000000000e+01 7.800000000000000000e+01 4.375681975943548956e-05 -9.191636599999999646e+01 2.951728101856669536e-05 -7.526284099999999455e+01
-4.300000000000000000e+01 8.100000000000000000e+01 4.571525009386753638e-05 -9.052633199999999647e+01 2.830218399334860033e-05 -7.401878499999999406e+01
-4.300000000000000000e+01 8.400000000000000000e+01 4.764692744425899591e-05 -8.942882899999999324e+01 2.707916072729040378e-05 -7.237545099999999820e+01
-4.300000000000000000e+01 8.700000000000000000e+01 4.951783518601844837e-05 -8.855927200000000710e+01 2.588074358615880571e-05 -7.027350199999999347e+01
-4.300000000000000000e+01 9.000000000000000000e+01 5.129850398568348418e-05 -8.785997299999999655e+01 2.474009995875652636e-05 -6.766774700000000564e+01
-4.200000000000000000e+01 -9.000000000000000000e+01 3.401894178153429434e-05 9.911375099999999350e+01 3.197753257376772899e-05 1.218799499999999938e+02
-4.200000000000000000e+01 -8.700000000000000000e+01 3.577050735029601658e-05 1.011273500000000070e+02 3.118644704262409924e-05 1.256475700000000018e+02
-4.200000000000000000e+01 -8.400000000000000000e+01 3.738660675922874136e-05 1.029967599999999948e+02 3.037946000433184508e-05 1.297494199999999864e+02
-4.200000000000000000e+01 -8.100000000000000000e+01 3.883182483948522854e-05 1.047864699999999942e+02 2.957535389195441419e-05 1.341829299999999989e+02
-4.200000000000000000e+01 -7.800000000000000000e+01 4.007305477238236330e-05 1.065504700000000042e+02 2.879317123303234483e-05 1.389281699999999944e+02
-4.200000000000000000e+01 -7.500000000000000000e+01 4.108053586402466860e-05 1.083340800000000002e+02 2.804995055234956895e-05 1.439446800000000053e+02
-4.200000000000000000e+01 -7.200000000000000000e+01 4.182933882848992568e-05 1.101754999999999995e+02 2.735794360677202674e-05 1.491701500000000067e+02
-4.200000000000000000e+01 -6.900000000000000000e+01 4.230092848165918352e-05 1.121069700000000040e+02 2.672183942900313857e-05 1.545224100000000078e+02
-4.200000000000000000e+01 -6.600000000000000000e+01 4.248465540296607898e-05 1.141555699999999973e+02 2.613676000073938602e-05 1.599050000000000011e+02
-4.200000000000000000e+01 -6.300000000000000000e+01 4.237892636274202861e-05 1.163437600000000032e+02 2.558778541686799159e-05 1.652157899999999984e+02
-4.200000000000000000e+01 -6.000000000000000000e+01 4.199185402131985426e-05 1.186895800000000065e+02 2.505132781146225844e-05 1.703566600000000051e+02
-4.200000000000000000e+01 -5.700000000000000000e+01 4.134132578408293427e-05 1.212066800000000057e+02 2.449834238608408575e-05 1.752417800000000057e+02
-4.200000000000000000e+01 -5.400000000000000000e+01 4.045440332435912918e-05 1.239039999999999964e+02 2.389871499021860220e-05 1.798025700000000029e+02
-4.200000000000000000e+01 -5.100000000000000000e+01 3.936611437956933539e-05 1.267854099999999988e+02 2.322598012141249938e-05 -1.760110099999999989e+02
-4.200000000000000000e+01 -4.800000000000000000e+01 3.811785467793035173e-05 1.298490099999999927e+02 2.246155919378653860e-05 -1.722324600000000032e+02
-4.200000000000000000e+01 -4.500000000000000000e+01 3.675536585661436854e-05 1.330865499999999884e+02 2.159785394796418379e-05 -1.688823199999999929e+02
-4.200000000000000000e+01 -4.200000000000000000e+01 3.532674715868016772e-05 1.364827699999999879e+02 2.063989340303143535e-05 -1.659718100000000049e+02
-4.200000000000000000e+01 -3.900000000000000000e+01 3.388047184396708367e-05 1.400148900000000083e+02 1.960546060750253754e-05 -1.635052399999999864e+02
-4.200000000000000000e+01 -3.600000000000000000e+01 3.246369877760131107e-05 1.436523300000000063e+02 1.852376872268192700e-05 -1.614796499999999924e+02
-4.200000000000000000e+01 -3.300000000000000000e+01 3.112086789223950074e-05 1.473568400000000054e+02 1.743290245136595729e-05 -1.598810200000000066e+02
-4.200000000000000000e+01 -3.000000000000000000e+01 2.989264193359167566e-05 1.510832200000000114e+02 1.637621947001723004e-05 -1.586761600000000101e+02
-4.200000000000000000e+01 -2.700000000000000000e+01 2.881508466691701619e-05 1.547809699999999964e+02 1.539802427644923596e-05 -1.578009600000000034e+02
-4.200000000000000000e+01 -2.400000000000000000e+01 2.791898979702376774e-05 1.583970199999999977e+02 1.453894856059079766e-05 -1.571480400000000088e+02
-4.200000000000000000e+01 -2.100000000000000000e+01 2.722926383507329854e-05 1.618797299999999950e+02 1.383171717213369324e-05 -1.565593299999999886e+02
-4.200000000000000000e+01 -1.800000000000000000e+01 2.676425444378227361e-05 1.651838700000000131e+02 1.329810476244552992e-05 -1.558317700000000059e+02
-4.200000000000000000e+01 -1.500000000000000000e+01 2.653496383147392916e-05 1.682759599999999978e+02 1.294825369675416165e-05 -1.547406100000000038e+02
-4.200000000000000000e+01 -1.200000000000000000e+01 2.654417916233419125e-05 1.711385300000000029e+02 1.278266036856905266e-05 -1.530765800000000070e+02
-4.200000000000000000e+01 -9.000000000000000000e+00 2.678559204034353683e-05 1.737723900000000015e+02 1.279625246632725196e-05 -1.506848099999999988e+02
-4.200000000000000000e+01 -6.000000000000000000e+00 2.724299495681999122e-05 1.761957500000000039e+02 1.298306854534584776e-05 -1.474919999999999902e+02
-4.200000000000000000e+01 -3.000000000000000000e+00 2.788989954442577766e-05 1.784407600000000116e+02 1.333983322341285030e-05 -1.435149999999999864e+02
-4.200000000000000000e+01 -1.272221899999999966e-14 2.868965990288067070e-05 -1.794516600000000039e+02 1.386736510610485912e-05 -1.388526500000000112e+02
-4.200000000000000000e+01 3.000000000000000000e+00 2.959649620858794092e-05 -1.774370399999999961e+02 1.456948330034334480e-05 -1.336657999999999902e+02
-4.200000000000000000e+01 6.000000000000000000e+00 3.055736487623025567e-05 -1.754713399999999979e+02 1.545032075549336632e-05 -1.281514099999999985e+02
-4.200000000000000000e+01 9.000000000000000000e+00 3.151469076442345459e-05 -1.735132199999999898e+02 1.651067010599778663e-05 -1.225154699999999934e+02
-4.200000000000000000e+01 1.200000000000000000e+01 3.240979246117765307e-05 -1.715244899999999859e+02 1.774480372558756366e-05 -1.169489200000000011e+02
-4.200000000000000000e+01 1.500000000000000000e+01 3.318674818513008565e-05 -1.694693100000000072e+02 1.913823354501146716e-05 -1.116108899999999977e+02
-4.200000000000000000e+01 1.800000000000000000e+01 3.379633839869083673e-05 -1.673125699999999938e+02 2.066689104998760092e-05 -1.066201999999999970e+02
-4.200000000000000000e+01 2.100000000000000000e+01 3.419986565105555959e-05 -1.650180200000000070e+02 2.229782999748546472e-05 -1.020551700000000039e+02
-4.200000000000000000e+01 2.400000000000000000e+01 3.437251023855519881e-05 -1.625465700000000027e+02 2.399093090774208527e-05 -9.795858599999999683e+01
-4.200000000000000000e+01 2.700000000000000000e+01 3.430603291782971677e-05 -1.598550500000000056e+02 2.570135675437536661e-05 -9.434514500000000226e+01
-4.200000000000000000e+01 3.000000000000000000e+01 3.401062790801351538e-05 -1.568958599999999990e+02 2.738235836733452554e-05 -9.120916499999999871e+01
-4.200000000000000000e+01 3.300000000000000000e+01 3.351582776871914296e-05 -1.536182399999999859e+02 2.898804654654349973e-05 -8.853104899999999589e+01
-4.200000000000000000e+01 3.600000000000000000e+01 3.287024945573251443e-05 -1.499718499999999892e+02 3.047592527217443635e-05 -8.628224899999999309e+01
-4.200000000000000000e+01 3.900000000000000000e+01 3.214000944102796353e-05 -1.459139000000000124e+02 3.180893290025285457e-05 -8.442862399999999923e+01
-4.200000000000000000e+01 4.200000000000000000e+01 3.140540150138742301e-05 -1.414204100000000039e+02 3.295691485604531799e-05 -8.293258899999999301e+01
-4.200000000000000000e+01 4.500000000000000000e+01 3.075540143307228910e-05 -1.365014899999999898e+02 3.389745555686779331e-05 -8.175429800000000569e+01
-4.200000000000000000e+01 4.800000000000000000e+01 3.027975103476348269e-05 -1.312170299999999941e+02 3.461611300850001396e-05 -8.085219200000000228e+01
-4.200000000000000000e+01 5.100000000000000000e+01 3.005889767348271627e-05 -1.256864499999999936e+02 3.510609712330467762e-05 -8.018313100000000304e+01
-4.200000000000000000e+01 5.400000000000000000e+01 3.015351880458567101e-05 -1.200836299999999994e+02 3.536757229942666869e-05 -7.970228500000000338e+01
-4.200000000000000000e+01 5.700000000000000000e+01 3.059639788595527242e-05 -1.146129700000000042e+02 3.540669990001086512e-05 -7.936288899999999558e+01
-4.200000000000000000e+01 6.000000000000000000e+01 3.138954713008394222e-05 -1.094723999999999933e+02 3.523458413547133857e-05 -7.911596900000000687e+01
-4.200000000000000000e+01 6.300000000000000000e+01 3.250743478812034837e-05 -1.048179899999999947e+02 3.486626285829243894e-05 -7.891007700000000114e+01
-4.200000000000000000e+01 6.600000000000000000e+01 3.390476979726890396e-05 -1.007435799999999944e+02 3.431986730378985687e-05 -7.869110700000000236e+01
-4.200000000000000000e+01 6.900000000000000000e+01 3.552563913671713248e-05 -9.727971300000000099e+01 3.361598180534577967e-05 -7.840225599999999417e+01
-4.200000000000000000e+01 7.200000000000000000e+01 3.731131452014038963e-05 -9.440584800000000598e+01 3.277726029403888109e-05 -7.798421600000000353e+01
-4.200000000000000000e+01 7.500000000000000000e+01 3.920551381906558445e-05 -9.206766899999999509e+01 3.182826754227546448e-05 -7.737572699999999770e+01
-4.200000000000000000e+01 7.800000000000000000e+01 4.115716481806074207e-05 -9.019295599999999524e+01 3.079546739956828729e-05 -7.651471100000000547e+01
-4.200000000000000000e+01 8.100000000000000000e+01 4.312135507893066397e-05 -8.870350299999999777e+01 2.970723966929402605e-05 -7.534018399999999360e+01
-4.200000000000000000e+01 8.400000000000000000e+01 4.505928540829574186e-05 -8.752290200000000198e+01 2.859376213116593513e-05 -7.379527699999999868e+01
-4.200000000000000000e+01 8.700000000000000000e+01 4.693770487791622980e-05 -8.658102599999999427e+01 2.748658275983520096e-05 -7.183153500000000236e+01
-4.200000000000000000e+01 9.000000000000000000e+01 4.872822591670593421e-05 -8.581631500000000301e+01 2.641761763685691967e-05 -6.941452400000000011e+01
-4.100000000000000000e+01 -9.000000000000000000e+01 3.194561475320245190e-05 9.977083399999999358e+01 3.395377762625562270e-05 1.209003500000000031e+02
-4.100000000000000000e+01 -8.700000000000000000e+01 3.373793521940117440e-05 1.018820300000000003e+02 3.319674481320200463e-05 1.245019499999999937e+02
-4.100000000000000000e+01 -8.400000000000000000e+01 3.539118872205373876e-05 1.038303400000000067e+02 3.240861711818652732e-05 1.283982799999999997e+02
-4.100000000000000000e+01 -8.100000000000000000e+01 3.686927944058089975e-05 1.056880299999999977e+02 3.160857011551093893e-05 1.325822699999999941e+02
-4.100000000000000000e+01 -7.800000000000000000e+01 3.813926330560883822e-05 1.075143300000000011e+02 3.081574700971474859e-05 1.370310100000000091e+02
-4.100000000000000000e+01 -7.500000000000000000e+01 3.917228900678447056e-05 1.093581599999999980e+02 3.004711298140179371e-05 1.417032800000000066e+02
-4.100000000000000000e+01 -7.200000000000000000e+01 3.994491947492102244e-05 1.112601599999999991e+02 2.931488197458944551e-05 1.465387200000000121e+02
-4.100000000000000000e+01 -6.900000000000000000e+01 4.044057761357571596e-05 1.132542100000000005e+02 2.862414346996117076e-05 1.514596500000000106e+02
-4.100000000000000000e+01 -6.600000000000000000e+01 4.065089389717467690e-05 1.153685200000000037e+02 2.797119043209526747e-05 1.563756899999999916e+02
-4.100000000000000000e+01 -6.300000000000000000e+01 4.057670242306490963e-05 1.176262200000000036e+02 2.734325105489826755e-05 1.611907899999999927e+02
-4.100000000000000000e+01 -6.000000000000000000e+01 4.022854730263206294e-05 1.200456700000000012e+02 2.671992593600310589e-05 1.658110900000000072e+02
-4.100000000000000000e+01 -5.700000000000000000e+01 3.962657161843189909e-05 1.226403499999999980e+02 2.607616677568513590e-05 1.701518199999999865e+02
-4.100000000000000000e+01 -5.400000000000000000e+01 3.879978776427750833e-05 1.254184599999999961e+02 2.538634921982676289e-05 1.741417099999999891e+02
-4.100000000000000000e+01 -5.100000000000000000e+01 3.778471058035740888e-05 1.283823099999999897e+02 2.462866094594234732e-05 1.777246299999999906e+02
-4.100000000000000000e+01 -4.800000000000000000e+01 3.662358043339967924e-05 1.315274300000000096e+02 2.378900074955957926e-05 -1.791411200000000008e+02
-4.100000000000000000e+01 -4.500000000000000000e+01 3.536226708692761166e-05 1.348417699999999968e+02 2.286386251738215674e-05 -1.764847599999999943e+02
-4.100000000000000000e+01 -4.200000000000000000e+01 3.404810534576766212e-05 1.383048400000000129e+02 2.186178153101871316e-05 -1.743243999999999971e+02
-4.100000000000000000e+01 -3.900000000000000000e+01 3.272788195106132259e-05 1.418872200000000134e+02 2.080321464053842316e-05 -1.726667500000000075e+02
-4.100000000000000000e+01 -3.600000000000000000e+01 3.144610788050627596e-05 1.455505400000000122e+02 1.971885075539521920e-05 -1.715037499999999966e+02
-4.100000000000000000e+01 -3.300000000000000000e+01 3.024373680674271206e-05 1.492482200000000034e+02 1.864649675796102674e-05 -1.708054300000000012e+02
-4.100000000000000000e+01 -3.000000000000000000e+01 2.915727614401975894e-05 1.529271999999999991e+02 1.762671367618466440e-05 -1.705095699999999965e+02
-4.100000000000000000e+01 -2.700000000000000000e+01 2.821823851340408864e-05 1.565308499999999867e+02 1.669772291433923005e-05 -1.705104300000000137e+02
-4.100000000000000000e+01 -2.400000000000000000e+01 2.745288874112351171e-05 1.600030299999999954e+02 1.589029463892910489e-05 -1.706515200000000050e+02
-4.100000000000000000e+01 -2.100000000000000000e+01 2.688200762849359533e-05 1.632932199999999909e+02 1.522377651907031548e-05 -1.707284999999999968e+02
-4.100000000000000000e+01 -1.800000000000000000e+01 2.652052700868071734e-05 1.663618400000000008e+02 1.470452838370830646e-05 -1.705061300000000131e+02
-4.100000000000000000e+01 -1.500000000000000000e+01 2.637698181949435749e-05 1.691850499999999897e+02 1.432759180798369523e-05 -1.697468499999999949e+02
-4.100000000000000000e+01 -1.200000000000000000e+01 2.645269655089454259e-05 1.717575999999999965e+02 1.408123997900944551e-05 -1.682425800000000038e+02
-4.100000000000000000e+01 -9.000000000000000000e+00 2.674076331269426945e-05 1.740930400000000020e+02 1.395323793434573031e-05 -1.658397899999999936e+02
-4.100000000000000000e+01 -6.000000000000000000e+00 2.722513863912304053e-05 1.762209599999999909e+02 1.393676413086477768e-05 -1.624543400000000020e+02
-4.100000000000000000e+01 -3.000000000000000000e+00 2.788002122156230589e-05 1.781820299999999975e+02 1.403457449233931850e-05 -1.580778300000000058e+02
-4.100000000000000000e+01 -1.272221899999999966e-14 2.866985193201314114e-05 -1.799777100000000019e+02 1.426031438034497422e-05 -1.527803499999999985e+02
-4.100000000000000000e+01 3.000000000000000000e+00 2.955020172862477820e-05 -1.782119199999999921e+02 1.463659480084955664e-05 -1.467101000000000113e+02
-4.100000000000000000e+01 6.000000000000000000e+00 3.046954366866476061e-05 -1.764772900000000107e+02 1.519008660628458312e-05 -1.400856899999999996e+02
-4.100000000000000000e+01 9.000000000000000000e+00 3.137191647006666074e-05 -1.747349499999999978e+02 1.594465585539283403e-05 -1.331747699999999952e+02
-4.100000000000000000e+01 1.200000000000000000e+01 3.220022082187795100e-05 -1.729499999999999886e+02 1.691432612637303935e-05 -1.262587099999999936e+02
-4.100000000000000000e+01 1.500000000000000000e+01 3.289993197582552459e-05 -1.710900800000000004e+02 1.809828821224550744e-05 -1.195923599999999993e+02
-4.100000000000000000e+01 1.800000000000000000e+01 3.342295544446535879e-05 -1.691231300000000033e+02 1.947920598000660165e-05 -1.133730699999999985e+02
-4.100000000000000000e+01 2.100000000000000000e+01 3.373126278361047049e-05 -1.670151600000000087e+02 2.102468026781217431e-05 -1.077282100000000042e+02
-4.100000000000000000e+01 2.400000000000000000e+01 3.380019843878249753e-05 -1.647281000000000120e+02 2.269087534661253782e-05 -1.027200399999999973e+02
-4.100000000000000000e+01 2.700000000000000000e+01 3.362112180119750061e-05 -1.622180099999999925e+02 2.442690537276720800e-05 -9.836034800000000189e+01
-4.100000000000000000e+01 3.000000000000000000e+01 3.320334591919664848e-05 -1.594342200000000105e+02 2.617909927372174831e-05 -9.462729899999999361e+01
-4.100000000000000000e+01 3.300000000000000000e+01 3.257521194080101529e-05 -1.563196800000000053e+02 2.789466499143343744e-05 -9.147932500000000289e+01
-4.100000000000000000e+01 3.600000000000000000e+01 3.178421940701822170e-05 -1.528137299999999925e+02 2.952461546657768682e-05 -8.886496699999999294e+01
-4.100000000000000000e+01 3.900000000000000000e+01 3.089598531405671921e-05 -1.488583800000000110e+02 3.102593297822342749e-05 -8.672888600000000281e+01
-4.100000000000000000e+01 4.200000000000000000e+01 2.999166317194858780e-05 -1.444099199999999996e+02 3.236298709096929830e-05 -8.501504099999999653e+01
-4.100000000000000000e+01 4.500000000000000000e+01 2.916330232224308798e-05 -1.394562699999999893e+02 3.350831195692095989e-05 -8.366810399999999959e+01
-4.100000000000000000e+01 4.800000000000000000e+01 2.850640821541774498e-05 -1.340379900000000077e+02 3.444271277450628062e-05 -8.263378500000000315e+01
-4.100000000000000000e+01 5.100000000000000000e+01 2.810967018534468072e-05 -1.282657800000000066e+02 3.515496338983682088e-05 -8.185861900000000446e+01
-4.100000000000000000e+01 5.400000000000000000e+01 2.804306315205921037e-05 -1.223227300000000071e+02 3.564106723008453635e-05 -8.128951399999999694e+01
-4.100000000000000000e+01 5.700000000000000000e+01 2.834744360675250561e-05 -1.164417100000000005e+02 3.590333985018249931e-05 -8.087323999999999558e+01
-4.100000000000000000e+01 6.000000000000000000e+01 2.902950630533143717e-05 -1.108610999999999933e+02 3.594938374683134016e-05 -8.055597899999999356e+01
-4.100000000000000000e+01 6.300000000000000000e+01 3.006418948605805506e-05 -1.057766600000000068e+02 3.579118272883982096e-05 -8.028297499999999332e+01
-4.100000000000000000e+01 6.600000000000000000e+01 3.140321770631476501e-05 -1.013109500000000054e+02 3.544425480555391623e-05 -7.999835600000000113e+01
-4.100000000000000000e+01 6.900000000000000000e+01 3.298586672993493750e-05 -9.750848100000000329e+01 3.492712994715707891e-05 -7.964514800000000605e+01
-4.100000000000000000e+01 7.200000000000000000e+01 3.474834701881216392e-05 -9.435048799999999858e+01 3.426094597109209541e-05 -7.916557699999999897e+01
-4.100000000000000000e+01 7.500000000000000000e+01 3.663008276954886447e-05 -9.177690200000000686e+01 3.346929388722919636e-05 -7.850174400000000219e+01
-4.100000000000000000e+01 7.800000000000000000e+01 3.857682225440348600e-05 -8.970663399999999399e+01 3.257817485983875873e-05 -7.759681700000000149e+01
-4.100000000000000000e+01 8.100000000000000000e+01 4.054163412868530222e-05 -8.805233300000000440e+01 3.161586729528917665e-05 -7.639694199999999569e+01
-4.100000000000000000e+01 8.400000000000000000e+01 4.248463094683962396e-05 -8.672960500000000650e+01 3.061269044950209442e-05 -7.485401899999999387e+01
